Nama Makanan,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi Telur,Alergi Kacang,Alergi Kedelai,Alergi Seafood,Alergi udang,Alergi susu
Tumis Ma Ling,"Maling Goreng :
1/2 kaleng Ma Ling ukuran besar (versi halal pakai chicken / turkey luncheon meat) - potong2 memanjang
Secukupnya Tepung Terigu
Sedikit Garam dan Merica
(Campur rata tepung dan bumbu lalu balur potongan Ma Ling merata)
Bahan Lain :
Secukupnya Minyak Goreng
1 tbsp Margarine (Blue Band)
Bahan Tumis :
1 pc Bawang Bombay (iris2)
1 pc Wortel (iris korek api / julienned)
2 batang Daun Bawang (iris tipis serong)
Sesuai selera Cabe Merah / Rawit (iris2)
Sedikit Air
Sedikit Garam
Sedikit Merica Bubuk
1 tbsp Kecap Asin (cap Angsa)
1 tsp Totole
1 tsp Gula Pasir","Maling, Goreng, :, /, kaleng, Ma, Ling, (versi, halal, pakai, chicken, /, turkey, luncheon, meat), -, memanjang, Tepung, Terigu, Garam, dan, Merica, (Campur, rata, tepung, dan, bumbu, balur, potongan, Ma, Ling, merata), Bahan, Lain, :, Minyak, Goreng, tbsp, Margarine, (Blue, Band), Bahan, Tumis, :, pc, Bawang, Bombay, (iris, ), pc, Wortel, (iris, korek, api, /, julienned), batang, Daun, Bawang, (iris, serong), Sesuai, selera, Cabe, Merah, /, Rawit, (iris, ), Air, Garam, Merica, Bubuk, tbsp, Kecap, Asin, (cap, Angsa), tsp, Totole, tsp, Gula, Pasir",300,15,15,20,0,"Langkah 1
Panaskan secukupnya minyak dalam wajan. Goreng ma ling yg sudah dibalur bahan tepung sampai garing kecoklatan. Angkat dan sisihkan.
Langkah 2
Sisakan sedikit minyak dan 1 sdm margarin dalam wajan. Panaskan di api besar lalu masukkan semua bahan tumisan sampai layu, beri bumbu2 dan sedikit air. Test rasa!
Tumis Ma Ling langkah memasak 2 foto
Tumis Ma Ling langkah memasak 2 foto
Langkah 3
Masukkan Ma ling yg telah digoreng, aduk2 sebentar. Angkat dan sajikan.
Tumis Ma Ling langkah memasak 3 foto",,0,0,1,0,0,0
Sup Tahu Bakso Babi,"1/2 kotak tahu sutra, potong
2 buah bawang putih
2 sdm kecap ikan
Secukupnya lada
Secukupnya garam
300 ml air
Bahan Daging
100 gram daging babi (boleh ganti daging ayam/sapi)
2 buah bawang putih
1 sdm tepung maizena
Secukupnya lada
Secukupnya garam","/, kotak, tahu, sutra,, bawang, putih, kecap, ikan, lada, garam, ml, air, Bahan, Daging, gram, daging, babi, (boleh, ganti, daging, ayam/sapi), bawang, putih, tepung, maizena, lada, garam",300,15,15,20,0,"Langkah 1
Giling bahan daging sampai halus.
Langkah 2
Panaskan wajan dan beri sedikit minyak. Masukkan bawang putih yang sudah di cincang, tumis hingga harum.
Langkah 3
Masukkan air dan masak sampai mendidih.
Langkah 4
Kemudian masukkan daging yang sudah di bulat bulatkan.
Langkah 5
Tambahkan kecap ikan, garam dan lada.
Langkah 6
Jika daging sudah matang, masukkan tahu yang sudah di potong.
Langkah 7
Selanjutnya bisa koreksi rasa. Jika rasa sudah pas bisa matikan kompor. (Agar lebih sedap: tambahkan bawang putih goreng dan daun seledri)
Langkah 8
Sajikan hidangan di atas mangkok. Selamat mencoba",,0,0,1,1,0,0
Pork Lettuce Stir Fry,"1 bh Head Lettuce (uk. kecil, sobek2)
200 g Pork Slices (kalo mau halal, daging bisa diganti)
1 sdm Sake (bisa diganti dng juice anggur/apel + air lemon)
1/3 sdt Garam
1 sdt Kecap Asin
1/3 sdt Kaldu Bubuk
Sedikit Jahe halus
1 sdt Tepung Kentang","Head, Lettuce, (uk., kecil,, sobek, ), g, Pork, Slices, (kalo, mau, halal,, daging, bisa, diganti), Sake, (bisa, diganti, dng, juice, anggur/apel, +, air, lemon), /, Garam, Kecap, Asin, /, Kaldu, Bubuk, Jahe, Tepung, Kentang",300,15,15,20,0,"Langkah 1
Marinate daging dengan semua bahan bumbu lalu tumis dengan sedikit minyak hingga agak golden brown, masukan selada, aduk rata masak hingga layu tapi masih crunchy, angkat dan sajikan dengan taburan Lada hitam bubuk",,0,0,1,0,0,0
Bakkut teh (non halal),"1/2 kg iga babi
5 biji wortel potong sesuai selera
2 siung bawang putih jangan dikupas
1 bumbu bakkut teh instan
Air untuk merebus
gula
garam
merica","/, iga, babi, biji, wortel, sesuai, selera, bawang, putih, jangan, dikupas, bumbu, bakkut, teh, instan, Air, untuk, merebus, gula, garam, merica",400,20,20,40,0,"Langkah 1
Rebus air dan iga kurang lebih 45 menit atau sampai setengah empuk,tiriskan bersama dengan air bekas rebusan,tiriskan sambil tutup pancinya.
Langkah 2
Rebus wortel dan bawang putih bersamaan dengan air tidak terlalu banyak.
Langkah 3
Setelah setengah matang, masukkan bumbu bakkut teh beserta air kaldu tanpa iga nya,aduk2 sampe merata lalu campur dengan gula,garam dan merica sesuai selera. Jangan lupa untuk koreksi rasa
Langkah 4
Masukkan kembali iga setengah empuk,tunggu sampai mendidih dan empuk dagingnya. Sajikan dengan nasi hangat",,0,0,0,0,0,0
Babi Tumis Pedas,"1/4 kg daging/kulit babi
4 siung bawang putih (geprek lalu cincang halus)
2 cabe merah besar (rajang menyerong)
10 cabe rawit (ulek kasar)
2 buah tomat
3 sdm kecap manis
1 sdm saus tiram
1/4 sdt garam
1/4 sdt gula
secukupnya kaldu bubuk","/, daging/kulit, babi, bawang, putih, (geprek, cincang, halus), cabe, merah, (rajang, menyerong), cabe, rawit, (ulek, kasar), tomat, kecap, manis, saus, tiram, /, garam, /, gula, kaldu, bubuk",300,15,15,20,0,"Langkah 1
Siapkan bahan yg diperlukan. rebus daging dan kulit babi hingga empuk. boleh dipresto, sesuai selera.
Babi Tumis Pedas langkah memasak 1 foto
Babi Tumis Pedas langkah memasak 1 foto
Langkah 2
Tumis bawang putih hingga agak layu, lalu masukkan tomat dan cabe merah. tambahkan air secukupnya. jika air sudah agak mendidih, masukkan kecap manis, saus tiram, garam, gula dan kaldu bubuk. masukkan daging dan kulit babi. cek rasa, jika sudah OK, masukkan cabe rawit yg sudah diulek. tunggu beberapa menit, hingga semua bumbu menyatu ke dalam daging. jika kuah sudah mengental dan agak menyusut, matikan api kompor.
Babi Tumis Pedas langkah memasak 2 foto
Babi Tumis Pedas langkah memasak 2 foto
Babi Tumis Pedas langkah memasak 2 foto
Langkah 3
Babi tumis pedas siap disajikan bersama nasi pulen hangat.
Babi Tumis Pedas langkah memasak 3 foto",,0,0,1,0,0,0
Iga Babi Goreng,"300 gr iga babi
Bumbu Marinasi 1
1/2 sdt bawang putih bubuk / 1 siung bawang putih dihaluskan
1/2 sdt jahe bubuk / 1 ruas jahe dihaluskan
1/2 sdt garam
1/2 sdt kaldu ayam / jamur
1/4 sdt lada
1/4 sdt cabe bubuk
1/2 sdt kecap ikan
3/4 sdm saos tiram
1/2 sdm minyak wijen
1/4 sdt baking soda
Bumbu Marinasi 2
1 bh telur kocok lepas
2 sdm tepung maizena
2 sdm tepung beras / terigu","iga, babi, Bumbu, Marinasi, /, bawang, putih, bubuk, /, bawang, putih, dihaluskan, /, jahe, bubuk, /, jahe, dihaluskan, /, garam, /, kaldu, ayam, /, jamur, /, lada, /, cabe, bubuk, /, kecap, ikan, /, saos, tiram, /, minyak, wijen, /, baking, soda, Bumbu, Marinasi, telur, kocok, lepas, tepung, maizena, tepung, beras, /, terigu",400,20,25,10,0,"Langkah 1
Cuci bersih iga, rendem dengan air sampai darahnya bersih lalu tiriskan
Iga Babi Goreng langkah memasak 1 foto
Iga Babi Goreng langkah memasak 1 foto
Langkah 2
Campurkan iga dengan bumbu marinasi 1, aduk rata *baking soda dimasukkan paling akhir
Iga Babi Goreng langkah memasak 2 foto
Langkah 3
Lalu masukkan telur, aduk rata
Iga Babi Goreng langkah memasak 3 foto
Langkah 4
Masukkan tepung maizena dan beras / terigu, aduk rata dan diamkan di kulkas minimal 1 jam atau semalaman supaya makin meresap
Iga Babi Goreng langkah memasak 4 foto
Iga Babi Goreng langkah memasak 4 foto
Langkah 5
Kemudian goreng sampai kuning kecoklatan *lebih baik lakukan 2x penggorengan
Iga Babi Goreng langkah memasak 5 foto
Iga Babi Goreng langkah memasak 5 foto",,1,0,1,1,0,0
Nori Butter Rice With Lapchiong,"2 sdm butter (saya: merk Anchor)
3 porsi nasi semalam
3 pc lapchiong
2 sachet bumbu kani mayo rice
2 butir telur
2 sdm soy sauce
Pelengkap
4 lembar nori untuk taburan (sesuai selera)
30 gr selada keriting","butter, (saya:, merk, Anchor), porsi, nasi, semalam, pc, lapchiong, sachet, bumbu, kani, mayo, rice, telur, soy, sauce, Pelengkap, nori, untuk, taburan, (sesuai, selera), selada, keriting",400,15,20,40,0,"Langkah 1
Potong-potong lapchiong sesuai selera
Nori Butter Rice With Lapchiong langkah memasak 1 foto
Nori Butter Rice With Lapchiong langkah memasak 1 foto
Langkah 2
Panaskan panci (kalo bisa anti lengket) lalu masukkan telur dan orak-arik telur. Kemudian masukkan potongan lapchiong, aduk-aduk sampai beberapa menit lalu masukkan nasi, soy sauce dan butter, dan tambahkan bumbu instant kani mayo rice. Aduk-aduk beberapa saat.
Nori Butter Rice With Lapchiong langkah memasak 2 foto
Langkah 3
Saat menyajikan, gunting lembaran nori sebagai toping nasi dan tambahkan selada keriting sebagai pelengkan. Cocok sebagai bekal anak yang mudah dan cepat.
Nori Butter Rice With Lapchiong langkah memasak 3 foto",,1,0,0,0,0,0
Sosis babi / lap chong simpel gampang,"2 buah sosis babi
3 siung bawang putih
1/2 sdt Merica
1 sdm Kecap asin
1/2 sdt gula","sosis, babi, bawang, putih, /, Merica, Kecap, asin, /, gula",200,10,15,5,0,"Langkah 1
Potong"" sosis babi. Panaskan teflon jangan memakai minyak nanti sosisnya akan mengeluarkan minyak sendiri. Masukan sosis babi gunakan api kecil saja soalnya gampang gosong jika sudah masak masukan bawang putih. Tumis sampai bawang putih kecoklatan. Tambahkan kecap asin gula dan merica. Lalu sajikan.",,0,0,1,0,0,0
Sop Daging B2 Sederhana (Non Halal) dan sambal andaliman,"250 gr daging babi
250 gr tulang rusuk babi
2 pcs sosis (anak saya suka tambahan sosis)
2 liter air
4 bawang putih di geprek
1 sdt merica bubuk
1 ruas lengkuas
3 buah wortel, iris halus
2 kentang,iris kecil kecil
2 batang daun bawang
1 ikat daun sop
1 buah jeruk nipis
Bawang merah goreng (saya beli yg sudah jadi)
2 sdm andaliman
20 pcs cabe rawit","daging, babi, tulang, rusuk, babi, pcs, sosis, (anak, saya, suka, tambahan, sosis), liter, air, bawang, putih, di, geprek, merica, bubuk, lengkuas, wortel,, kentang,iris, kecil, kecil, batang, daun, bawang, ikat, daun, sop, jeruk, nipis, Bawang, merah, goreng, (saya, beli, yg, sudah, jadi), andaliman, pcs, cabe, rawit",400,20,20,30,0,"Langkah 1
Potong kecil kecil daging babi, usahakan potongan kecil agar mudah di makan anak anak.
Langkah 2
Tulangan di rebus sekitar 1 jam dengan bawang putih geprek dan lengkuas
Langkah 3
Setelah 1 jam masukan daging babi yang sudah di potong kecil,masak hingga empuk, jangan lupa tambahkan lada dan garam, cek rasanya.
Langkah 4
Setelah itu masukkan juga kentang dan wortel.
Langkah 5
Setelah wortel dan kentang empuk masukan daun bawang dan daun sop.
Langkah 6
Untuk sambal andaliman, tinggal giling andaliman dan cabe rawit dgn sedikit garam, tes rasanya klo kurang garam bisa ditambahkan, ini menurut saya udah super pedas ya, jadi hati hati bagi yang tidak terlalu suka makan pedas.
Langkah 7
Untuk penyelesaian, saat sop dihidangkan di mangkok, peras air jeruk nipis dan taburkan bawang goreng.",,0,0,0,0,0,0
Melted Cheese Potato with Smoked Beef and Bacon,"3 buah kentang
2 slice smoked beef
2 slice bacon (opsional)
2 sosis black papper (varian sosis dapat disesuaikan selera)
Quick melt cheese
Kaldu jamur
Merica bubuk
Parsley kering","kentang, slice, smoked, beef, slice, bacon, (opsional), sosis, black, papper, (varian, sosis, dapat, disesuaikan, selera), Quick, melt, cheese, Kaldu, jamur, Merica, bubuk, Parsley, kering",400,`15,20,40,0,"Langkah 1
Cuci kentang hingga bersih. Kemudian kukus kentang sampai empuk (sekitar 30-40 menit dengan api sedang)
Langkah 2
Potong smoked beef dan bacon berbentuk kotak kecil-kecil. Potong sosis juga dengan rapi. Untuk ukuran potongan dapat disesuaikan selera, ya🙌🏻
Langkah 3
Sembari menunggu kentang yang dikukus tadi, masukkan smoked beef, bacon, dan sosis yang sudah dipotong-potong ke dalam wajan dengan sedikit minyak panas untuk digoreng sebentar. Saat digoreng, berikan sedikit merica. Goreng hingga kemerahan, gunakan api kecil sehingga tidak gosong. Jika sudah. Tiriskan.
Langkah 4
Kupas kentang yang sudah empuk kemudian potong-potong menjadi bentuk dadu agar lebih mudah saat makan. Masukkan ke dalam mangkok. Catatan: kentang juga bisa tidak dipotong, ya.
Langkah 5
Potong quick melt cheese secukupnya (sesuaikan selera) Kalau aku pakai Kraft Quick Melt dan biasanya pakai 1/4 itu sudah banyak melelehnya. Masukkan keju yang sudah dipotong ke dalam mangkok bersama kentang.
Langkah 6
Siapkan kukusan dan kukus kentang bersama keju yang sudah dicampur pada mangkok. Berikan merica, kaldu jamur sesuai selera. Catatan: jika suka asin, bisa menambahkan kaldu jamur yang agak banyak. Jangan lupa, tapi kejunya aja udah asin loh😝
Langkah 7
Kukus kurang lebih 15 menit. Jika keju sudah meleleh, masukkan sosis, bacon, dan smoked beef yang sudah ditiriskan ke dalam mangkok. Kukus sebentar 1-2 menit.
Langkah 8
Melted Cheese Potato siap untuk dihidangkan. Hias sesuai selera dan bisa ditambahkan Parsley juga🤗
Melted Cheese Potato with Smoked Beef and Bacon langkah memasak 8 foto
Melted Cheese Potato with Smoked Beef and Bacon langkah memasak 8 foto",,0,0,0,1,0,0
Balado pork slices kentang,"1 pak pork slices rendam pakai ketumbar
1 bh kentang iris tipis
5 btr bw merah
3 siung bw putih
5 bh cabe keriting
2 bh cabe rawit
1 sdt ketumbar
Secukupnya garam, gula, penyedap
2 helai daun jeruk","pak, pork, slices, rendam, pakai, ketumbar, kentang, btr, bw, merah, bw, putih, cabe, keriting, cabe, rawit, ketumbar, garam,, gula,, penyedap, helai, daun, jeruk",400,20,25,30,0,"Langkah 1
Marinasi pork slices dengan bubuk ketumbar diamkan sebentar. Bumbu2 dihaluskan.
Balado pork slices kentang langkah memasak 1 foto
Balado pork slices kentang langkah memasak 1 foto
Langkah 2
Goreng kentang sampai kematangan yg diinginkan. Kemudian goreng pork slices sampai kering.
Balado pork slices kentang langkah memasak 2 foto
Balado pork slices kentang langkah memasak 2 foto
Langkah 3
Tumis bumbu halus sampai harum, masukkan garam, gula, penyedap dan daun jeruk. Aduk sampai agak kering, test rasa. Terakhir masukkan kentang kemudian pork slices, aduk cepat. Angkat, sajikan dipiring saji. Selesai.
Balado pork slices kentang langkah memasak 3 foto
Balado pork slices kentang langkah memasak 3 foto
Balado pork slices kentang langkah memasak 3 foto",,0,0,0,0,0,0
Crispy Pork Belly Bites Air Fryer,"500 gr pork belly (saya sudah di potong, tp klo msh utuh pun bisa)
Secukupnya garam utk marinade
1/2 sdm baking powder
1 sdt rosemary bubuk
1 sdt thyme bubuk
1/2 sdt dill bubuk
Sejumput oregano","pork, belly, (saya, sudah, di, potong,, tp, klo, msh, utuh, pun, bisa), garam, utk, marinade, /, baking, powder, rosemary, bubuk, thyme, bubuk, /, dill, bubuk, Sejumput, oregano",300,15,20,15,0,"Langkah 1
Cuci dan keringkan pork belly, saya belinya sudah di potong kotak2, tp klo masih utuh pun bisa, nti di potong setelah matang. Lumuri dgn garam dan diamkan selama minimal 30 menit. Lalu keringkan dgn paper towel.
Crispy Pork Belly Bites Air Fryer langkah memasak 1 foto
Langkah 2
Sambil menunggu kita campur semua bumbu2 bubuk + baking powder, lalu campurkan ke pork belly
Crispy Pork Belly Bites Air Fryer langkah memasak 2 foto
Crispy Pork Belly Bites Air Fryer langkah memasak 2 foto
Langkah 3
Aduk rata sampai seluruh permukaan pork belly kena bumbu nya. Semprot wajan air fryer dgn minyak Lalu masukkan pork belly ke air fryer, usahakan bagian kulit di atas. Airfry 120 derajat selama 45menit, lalu 200 derajat selama 10 menit. Saya pakai Mecoo airfryer.
Crispy Pork Belly Bites Air Fryer langkah memasak 3 foto
Crispy Pork Belly Bites Air Fryer langkah memasak 3 foto",,0,0,0,0,0,0
Sweet and sour pork ribs (air fryer),"1/2 kg iga babi yang biasa untuk bakut
2 bawang putih
1 sdm ketumbar bubuk
Sejumput garam + merica
Bumbu halus:
5 bawang putih
7 bawang merah
Bahan saus:
Gula aren
2 sdm madu
2 sdm saos tiram
1 sdm minyak wijen
1 sdm kecap inggris
2 sdm ketumbar
1 sdt asam jawa
secukupnya Garam dan merica","/, iga, babi, yang, biasa, untuk, bakut, bawang, putih, ketumbar, bubuk, Sejumput, garam, +, merica, Bumbu, halus:, bawang, putih, bawang, merah, Bahan, saus:, Gula, aren, madu, saos, tiram, minyak, wijen, kecap, inggris, ketumbar, asam, jawa, Garam, dan, merica",400,20,20,40,0,"Langkah 1
Geprek 2 bawang putih lalu rebus bersama iga dan 1 sdm ketumbar selama 45-60 menit
Langkah 2
Tumis bumbu halus hingga harum, lalu masukan iga dan setengah dari air rebusan iga
Langkah 3
Masukkan bahan saus, aduk-aduk sampai rata
Langkah 4
Diamkan hingga air menyusut
Langkah 5
Bila air sudah susut aduk2 sampai bumbunya tidak ada air lagi dan warna daging iga sudah kecoklatan.
Langkah 6
Diamkan minimal 1 jam supaya menyerap. Lebih enak lagi didiamkan semalaman.
Langkah 7
Panggang dengan air fryer di suhu 160° selama 12 menit
Langkah 8
Sajikan selagi hangat. Selamat mecoba 😊",,0,0,1,0,0,0
Daging Tumis Asam Pedas Belimbing Wuluh (daging ayam/babi),"250 gr daging ayam/babi potong dadu
4 Asam kecombrang
2 daun jeruk
secukupnya Air
Garam
secukupnya Kaldu bubuk
3 buah Belimbing wuluh, iris
secukupnya Minyak goreng
Bumbu halus (secukupnya)
Kunyit
sesuai selera Cabe rawit merah
Jahe
1 btg serai
Lengkuas
4 bgw merah
2 bwg putih
secukupnya Andaliman","daging, ayam/babi, dadu, Asam, kecombrang, daun, jeruk, Air, Garam, Kaldu, bubuk, Belimbing, wuluh,, Minyak, goreng, Bumbu, (secukupnya), Kunyit, sesuai, selera, Cabe, rawit, merah, Jahe, btg, serai, Lengkuas, bgw, merah, bwg, putih, Andaliman",300,15,15,20,0,"Langkah 1
Tumis bumbu halus hingga wangi, masukkan potongan daging, daun jeruk, Asam cakala/kecombrang
Langkah 2
Tambahkan air, garam dan kaldu secukupnya, masak hingga bumbu meresap dan daging empuk
Langkah 3
Tambahkan irisan Belimbing wuluh, masak sebentar. Sajikan
Daging Tumis Asam Pedas Belimbing Wuluh (daging ayam/babi) langkah memasak 3 foto",,0,0,0,0,0,0
Oseng Kuping Babi,"1/4 kg kuping babi (uda drebus n dpotongin ya)
3 siung bawang putih
1 bh lombok besar hijau potong miring
1 bh lombok besar merah potong miring
3 bh cabe rawit potong miring
1/2 bh bombay potong
3 sdm kecap asin
1 sdm saos tiram
1 sdm arak hitam masak
1 sdm raja rasa
1 sdm minyak wijen
Secukupnya garem, merica, totole","/, kuping, babi, (uda, drebus, n, dpotongin, ya), bawang, putih, lombok, hijau, miring, lombok, merah, miring, cabe, rawit, miring, /, bombay, kecap, asin, saos, tiram, arak, hitam, masak, raja, rasa, minyak, wijen, garem,, merica,, totole",200,10,10,15,0,"Langkah 1
Tumis bawang putih, bombay, lombok besar merah hijau
Langkah 2
Masukkan kuping dan semua saus, test rasa..",,0,0,1,0,0,0
Daging Babi Gula Merah,"500 gr daging babi kapsim
2 bongkah gula merah
2 sdm garam
2 sdm lada
secukupnya Asam jawa","daging, babi, kapsim, bongkah, gula, merah, garam, lada, Asam, jawa",300,15,15,20,0,"Langkah 1
Potong daging menjadi beberapa bagian kecil
Daging 🐖 Babi Gula Merah langkah memasak 1 foto
Daging 🐖 Babi Gula Merah langkah memasak 1 foto
Daging 🐖 Babi Gula Merah langkah memasak 1 foto
Langkah 2
Campurkan daging, gula jawa, garam dan lada
Daging 🐖 Babi Gula Merah langkah memasak 2 foto
Daging 🐖 Babi Gula Merah langkah memasak 2 foto
Daging 🐖 Babi Gula Merah langkah memasak 2 foto
Langkah 3
Panaskan dengan api kecil sampai daging matang dan gula merah mencair. Siapkan asam jawa
Daging 🐖 Babi Gula Merah langkah memasak 3 foto
Daging 🐖 Babi Gula Merah langkah memasak 3 foto
Daging 🐖 Babi Gula Merah langkah memasak 3 foto
Langkah 4
Campur asam jawa ke daging, aduk rata. Masak sampai daging 🐖 matang. Angkat sajikan
Daging 🐖 Babi Gula Merah langkah memasak 4 foto
Daging 🐖 Babi Gula Merah langkah memasak 4 foto",,0,0,0,0,0,0
Babi Goreng Cuka Sambal Colo,"Marinasi:
500 gr Pork Belly
1 pc Jeruk Nipis
1 sdt Garam
Campur, remas2, masukan dalam kulkas 30menit lalu bilas air
Bahan dan bumbu rebus :
4 siung bawang putih geprek
2 ruas jahe geprek
1 sdt garam
1 sdt totole
1/2 sdt merica
Air untuk merebus
Bahan rendaman :
5 sdt cuka dixie mix dengan 1 sdt gula pasir
1/2 sdt garam
Bahan lain :
Secukupnya minyak untuk menggoreng
Sambal Colo colo :
2 siung bawang merah
2 buah rawit domba
1/2 buah tomat merah
2 buah tomat hijau sedang (me:skip)
1/2 buah jeruk nipis
secukupnya Minyak kelapa
secukupnya Garam, kaldu jamur","Marinasi:, Pork, Belly, pc, Jeruk, Nipis, Garam, Campur,, remas, ,, masukan, dalam, kulkas, menit, bilas, air, Bahan, dan, bumbu, rebus, :, bawang, putih, geprek, jahe, geprek, garam, totole, /, merica, Air, untuk, merebus, Bahan, rendaman, :, cuka, dixie, mix, dengan, gula, pasir, /, garam, Bahan, lain, :, minyak, untuk, menggoreng, Sambal, Colo, colo, :, bawang, merah, rawit, domba, /, tomat, merah, tomat, hijau, (me:skip), /, jeruk, nipis, Minyak, kelapa, Garam,, kaldu, jamur",300,15,15,20,0,"Langkah 1
Cuci bersih pork belly. Kemudian marinasi dengan garam dan jeruk nipis. Setelah itu siapkan air dan bahan rebus, masukkan pork belly, rebus hingga empuk (kurang lebih 30menit)
Babi Goreng Cuka Sambal Colo langkah memasak 1 foto
Babi Goreng Cuka Sambal Colo langkah memasak 1 foto
Babi Goreng Cuka Sambal Colo langkah memasak 1 foto
Langkah 2
Setelah empuk, angkat dari air rebusan, tunggu hingga agak dingin kemudian iris kotak setebal 1cm atau sesuai selera. Rendam dengan bahan rendaman minimal 1 jam kemudian digoreng. Jangan lupa untuk menutup wajan ketika menggoreng (step ini tidak terfoto)
Babi Goreng Cuka Sambal Colo langkah memasak 2 foto
Babi Goreng Cuka Sambal Colo langkah memasak 2 foto
Babi Goreng Cuka Sambal Colo langkah memasak 2 foto
Langkah 3
Cuci bersih semua bahan. Kemudian iris bawang dan rawit, untuk tomat diiris kotak. Beri garam dan kaldu jamur. Panaskan minyak kelapa di wajan, segera siramkan pada irisan bawang dkk.
Babi Goreng Cuka Sambal Colo langkah memasak 3 foto
Babi Goreng Cuka Sambal Colo langkah memasak 3 foto
Babi Goreng Cuka Sambal Colo langkah memasak 3 foto",,0,0,0,0,0,0
